Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDE14,13.65,Regular,31.508.924,Canned,98.77,OUT045,2002,,Tier 2,Supermarket Type1,1697.79
FDD58,7.76,LF,59.472.609,Snack Foods,98.77,OUT045,2002,,Tier 2,Supermarket Type1,1298.31
NCO05,7.27,Low Fat,46.653.872,Health and Hygiene,986.384,OUT045,2002,,Tier 2,Supermarket Type1,1.970.768
FDN13,18.6,Low Fat,152.366.659,Breakfast,985.358,OUT045,2002,,Tier 2,Supermarket Type1,13.069.654
DRE27,11.85,Low Fat,132.939.639,Dairy,980.726,OUT045,2002,,Tier 2,Supermarket Type1,17.617.068
FDB49,8.3,Regular,30.212.499,Baking Goods,980.384,OUT045,2002,,Tier 2,Supermarket Type1,28.576.136
DRD27,18.75,Low Fat,0,Dairy,979.042,OUT045,2002,,Tier 2,Supermarket Type1,16.864.714
FDH20,16.1,Regular,24.999.711,Fruits and Vegetables,97.841,OUT045,2002,,Tier 2,Supermarket Type1,1.255.033
NCR41,17.85,Low Fat,1.806.055,Health and Hygiene,970.094,OUT045,2002,,Tier 2,Supermarket Type1,20.946.068
FDR04,7.075,Low Fat,22.612.742,Frozen Foods,970.068,OUT045,2002,,Tier 2,Supermarket Type1,1.944.136
FDT50,6.75,Regular,108.458.498,Dairy,969.752,OUT045,2002,,Tier 2,Supermarket Type1,958.752
FDH17,16.2,Regular,16.687.114,Frozen Foods,969.726,OUT045,2002,,Tier 2,Supermarket Type1,10.765.986
NCI17,8.645,Low Fat,143.713.508,Health and Hygiene,96.641,OUT045,2002,,Tier 2,Supermarket Type1,868.869
FDH32,12.8,Low Fat,76.214.289,Fruits and Vegetables,96.541,OUT045,2002,,Tier 2,Supermarket Type1,1.834.279
NCD30,19.7,Low Fat,26.903.714,Household,960.726,OUT045,2002,,Tier 2,Supermarket Type1,12.723.438
FDK16,9.065,Low Fat,115.563.679,Frozen Foods,960.094,OUT045,2002,,Tier 2,Supermarket Type1,17.137.692
FDA11,7.75,LF,43.326.511,Baking Goods,956.436,OUT045,2002,,Tier 2,Supermarket Type1,11.345.232
FDT47,5.26,Regular,2.455.854,Breads,956.068,OUT045,2002,,Tier 2,Supermarket Type1,23.329.632
NCM41,16.5,Low Fat,35.728.302,Health and Hygiene,95.212,OUT045,2002,,Tier 2,Supermarket Type1,838.908
FDH47,13.5,reg,129.077.455,Starchy Foods,952.068,OUT045,2002,,Tier 2,Supermarket Type1,5.832.408
FDY57,20.2,Regular,121.500.143,Snack Foods,950.752,OUT045,2002,,Tier 2,Supermarket Type1,25.886.304
FDO27,6.175,Regular,0,Meat,949.752,OUT045,2002,,Tier 2,Supermarket Type1,15.340.032
FDM46,7.365,Low Fat,160.292.264,Snack Foods,94.712,OUT045,2002,,Tier 2,Supermarket Type1,932.12
FDL40,17.7,Low Fat,11.636.708,Frozen Foods,94.541,OUT045,2002,,Tier 2,Supermarket Type1,1.061.951
FDC50,15.85,Low Fat,136.774.734,Canned,944.094,OUT045,2002,,Tier 2,Supermarket Type1,1.428.141
DRN36,15.2,Low Fat,50.279.604,Soft Drinks,941.752,OUT045,2002,,Tier 2,Supermarket Type1,21.092.544
FDD45,8.615,Low Fat,116.484.721,Fruits and Vegetables,941.436,OUT045,2002,,Tier 2,Supermarket Type1,11.345.232
FDX24,8.355,Low Fat,13.957.308,Baking Goods,940.462,OUT045,2002,,Tier 2,Supermarket Type1,14.807.392
DRK01,7.63,Low Fat,61.188.147,Soft Drinks,940.436,OUT045,2002,,Tier 2,Supermarket Type1,11.345.232
FDB14,20.25,Regular,102.932.246,Canned,93.212,OUT045,2002,,Tier 2,Supermarket Type1,1.304.968
FDO23,17.85,Low Fat,0,Breads,931.436,OUT045,2002,,Tier 2,Supermarket Type1,21.745.028
FDN48,13.35,Low Fat,65.082.452,Baking Goods,930.804,OUT045,2002,,Tier 2,Supermarket Type1,21.132.492
FDB35,12.3,Regular,64.750.025,Starchy Foods,926.804,OUT045,2002,,Tier 2,Supermarket Type1,10.106.844
FDR58,6.675,Low Fat,4.200.648,Snack Foods,926.462,OUT045,2002,,Tier 2,Supermarket Type1,16.658.316
FDH02,7.27,Regular,20.823.289,Canned,924.488,OUT045,2002,,Tier 2,Supermarket Type1,9.960.368
FDY59,8.195,Low Fat,31.467.128,Baking Goods,918.462,OUT045,2002,,Tier 2,Supermarket Type1,2.313.655
FDI58,7.64,Regular,70.847.865,Snack Foods,91.712,OUT045,2002,,Tier 2,Supermarket Type1,2.050.664
FDC32,18.35,Low Fat,99.309.997,Fruits and Vegetables,914.462,OUT045,2002,,Tier 2,Supermarket Type1,16.658.316
NCG43,20.2,Low Fat,74.390.007,Household,914.462,OUT045,2002,,Tier 2,Supermarket Type1,19.434.702
DRD12,6.96,Low Fat,77.350.112,Soft Drinks,914.146,OUT045,2002,,Tier 2,Supermarket Type1,6.385.022
FDI33,16.5,Low Fat,28.476.451,Snack Foods,910.146,OUT045,2002,,Tier 2,Supermarket Type1,1.368.219
FDL22,16.85,Low Fat,36.463.975,Snack Foods,907.488,OUT045,2002,,Tier 2,Supermarket Type1,5.432.928
FDL38,13.8,Regular,14.762.987,Canned,907.172,OUT045,2002,,Tier 2,Supermarket Type1,1.338.258
FDL36,15.1,Low Fat,76.229.769,Baking Goods,90.483,OUT045,2002,,Tier 2,Supermarket Type1,1.617.894
FDG50,7.405,Low Fat,15.302.764,Canned,899.146,OUT045,2002,,Tier 2,Supermarket Type1,21.891.504
FDW37,19.2,Low Fat,124.301.968,Canned,897.488,OUT045,2002,,Tier 2,Supermarket Type1,20.826.224
NCB18,19.6,LF,41.374.909,Household,892.514,OUT045,2002,,Tier 2,Supermarket Type1,14.168.224
FDF08,14.3,Regular,65.339.802,Fruits and Vegetables,891.856,OUT045,2002,,Tier 2,Supermarket Type1,18.455.976
FDK55,18.5,Low Fat,25.813.943,Meat,891.172,OUT045,2002,,Tier 2,Supermarket Type1,892.172
FDB04,11.35,Regular,63.354.531,Dairy,889.856,OUT045,2002,,Tier 2,Supermarket Type1,12.303.984
FDS33,6.67,Regular,12.367.891,Snack Foods,889.514,OUT045,2002,,Tier 2,Supermarket Type1,885.514
FDS47,16.75,Low Fat,0,Breads,887.856,OUT045,2002,,Tier 2,Supermarket Type1,9.667.416
FDO45,13.15,Regular,38.029.746,Snack Foods,886.856,OUT045,2002,,Tier 2,Supermarket Type1,1.757.712
FDI12,9.395,Regular,100.602.552,Baking Goods,883.856,OUT045,2002,,Tier 2,Supermarket Type1,7.030.848
FDR24,17.35,Regular,62.979.148,Baking Goods,87.983,OUT045,2002,,Tier 2,Supermarket Type1,1.707.777
FDY50,5.8,Low Fat,131.221.393,Dairy,878.172,OUT045,2002,,Tier 2,Supermarket Type1,10.706.064
FDB16,8.21,Low Fat,45.016.894,Dairy,876.198,OUT045,2002,,Tier 2,Supermarket Type1,11.338.574
FDW07,18,Regular,142.978.223,Fruits and Vegetables,874.514,OUT045,2002,,Tier 2,Supermarket Type1,7.969.626
FDV27,7.97,Regular,40.071.131,Meat,873.514,OUT045,2002,,Tier 2,Supermarket Type1,10.626.168
FDW32,18.35,Regular,94.488.071,Fruits and Vegetables,871.882,OUT045,2002,,Tier 2,Supermarket Type1,5.153.292
FDB34,15.25,Low Fat,26.663.778,Snack Foods,870.198,OUT045,2002,,Tier 2,Supermarket Type1,24.421.544
FDS24,20.85,Regular,62.350.672,Baking Goods,869.514,OUT045,2002,,Tier 2,Supermarket Type1,14.168.224
FDG38,8.975,Regular,52.836.076,Canned,866.224,OUT045,2002,,Tier 2,Supermarket Type1,16.192.256
FDL56,14.1,Low Fat,126.035.694,Fruits and Vegetables,864.198,OUT045,2002,,Tier 2,Supermarket Type1,11.338.574
FDU49,19.5,Regular,3.075.661,Canned,86.254,OUT045,2002,,Tier 2,Supermarket Type1,2163.85
NCJ29,10.6,Low Fat,35.264.298,Health and Hygiene,861.224,OUT045,2002,,Tier 2,Supermarket Type1,426.112
FDE41,9.195,Regular,64.143.995,Frozen Foods,859.566,OUT045,2002,,Tier 2,Supermarket Type1,1.691.132
FDQ59,9.8,Regular,56.500.895,Breads,858.908,OUT045,2002,,Tier 2,Supermarket Type1,18.455.976
DRE13,6.28,Low Fat,27.761.289,Soft Drinks,858.198,OUT045,2002,,Tier 2,Supermarket Type1,872.198
FDH48,13.5,Low Fat,60.603.014,Baking Goods,85.554,OUT045,2002,,Tier 2,Supermarket Type1,1731.08
DRC25,5.73,Low Fat,45.463.871,Soft Drinks,852.882,OUT045,2002,,Tier 2,Supermarket Type1,20.613.168
FDG24,7.975,Low Fat,14.660.821,Baking Goods,85.125,OUT045,2002,,Tier 2,Supermarket Type1,2663.2
FDC16,11.5,Regular,20.611.526,Dairy,84.954,OUT045,2002,,Tier 2,Supermarket Type1,865.54
NCJ17,7.68,Low Fat,152.865.879,Health and Hygiene,849.224,OUT045,2002,,Tier 2,Supermarket Type1,16.192.256
FDU46,10.3,Regular,11.148.865,Snack Foods,84.854,OUT045,2002,,Tier 2,Supermarket Type1,778.986
NCV18,6.775,Low Fat,105.459.307,Household,84.625,OUT045,2002,,Tier 2,Supermarket Type1,2496.75
FDW59,13.15,Low Fat,20.757.926,Breads,843.566,OUT045,2002,,Tier 2,Supermarket Type1,7.610.094
FDZ22,9.395,Low Fat,45.361.705,Snack Foods,83.825,OUT045,2002,,Tier 2,Supermarket Type1,665.8
FDK41,14.3,Low Fat,12.780.038,Frozen Foods,836.224,OUT045,2002,,Tier 2,Supermarket Type1,852.224
FDM57,11.65,Regular,76.002.991,Snack Foods,834.908,OUT045,2002,,Tier 2,Supermarket Type1,5.033.448
FDT38,18.7,Low Fat,57.654.132,Dairy,831.566,OUT045,2002,,Tier 2,Supermarket Type1,16.065.754
DRI49,14.15,Low Fat,183.879.453,Soft Drinks,829.276,OUT045,2002,,Tier 2,Supermarket Type1,17.057.796
FDK14,6.98,Low Fat,41.189.152,Canned,828.934,OUT045,2002,,Tier 2,Supermarket Type1,818.934
FDU16,19.25,Regular,0,Frozen Foods,825.908,OUT045,2002,,Tier 2,Supermarket Type1,9.227.988
FDQ13,11.1,Low Fat,10.663.189,Canned,823.908,OUT045,2002,,Tier 2,Supermarket Type1,13.422.528
FDO16,5.48,Low Fat,15.138.834,Frozen Foods,81.925,OUT045,2002,,Tier 2,Supermarket Type1,3.079.325
FDX60,14.35,Low Fat,8.075.758,Baking Goods,81.896,OUT045,2002,,Tier 2,Supermarket Type1,878.856
FDZ08,12.5,Regular,110.215.444,Fruits and Vegetables,818.592,OUT045,2002,,Tier 2,Supermarket Type1,1.238.388
FDT23,7.72,Regular,74.883.035,Breads,798.986,OUT045,2002,,Tier 2,Supermarket Type1,10.905.804
FDW09,13.65,Regular,25.973.384,Snack Foods,796.302,OUT045,2002,,Tier 2,Supermarket Type1,5.546.114
FDI28,14.3,Low Fat,26.375.082,Frozen Foods,796.302,OUT045,2002,,Tier 2,Supermarket Type1,792.302
FDO22,13.5,reg,17.895.691,Snack Foods,79.496,OUT045,2002,,Tier 2,Supermarket Type1,1597.92
NCU05,11.8,Low Fat,58.855.357,Health and Hygiene,791.618,OUT045,2002,,Tier 2,Supermarket Type1,23.362.922
FDW48,18,Low Fat,8.558.144,Baking Goods,790.618,OUT045,2002,,Tier 2,Supermarket Type1,1.208.427
FDO38,17.25,Low Fat,72.986.772,Canned,788.986,OUT045,2002,,Tier 2,Supermarket Type1,16.358.706
FDT24,12.35,Regular,186.236.236,Baking Goods,787.328,OUT045,2002,,Tier 2,Supermarket Type1,13.901.904
FDS49,9,Low Fat,79.506.434,Canned,783.644,OUT045,2002,,Tier 2,Supermarket Type1,17.284.168
FDD59,10.5,Regular,66.315.023,Starchy Foods,78.296,OUT045,2002,,Tier 2,Supermarket Type1,2.157.192
FDY13,12.1,Low Fat,30.188.505,Canned,77.367,OUT045,2002,,Tier 2,Supermarket Type1,612.536
FDB20,7.72,Low Fat,52.086.085,Fruits and Vegetables,768.986,OUT045,2002,,Tier 2,Supermarket Type1,4.673.916
FDE33,19.35,Regular,49.736.267,Fruits and Vegetables,768.644,OUT045,2002,,Tier 2,Supermarket Type1,1.571.288
FDB50,13,Low Fat,153.930.108,Canned,767.986,OUT045,2002,,Tier 2,Supermarket Type1,26.485.524
NCR30,20.6,Low Fat,71.136.948,Household,763.696,OUT045,2002,,Tier 2,Supermarket Type1,372.848
NCN54,20.35,Low Fat,21.369.722,Household,758.328,OUT045,2002,,Tier 2,Supermarket Type1,1.544.656
DRE15,13.35,Low Fat,17.821.466,Dairy,751.012,OUT045,2002,,Tier 2,Supermarket Type1,13.662.216
DRO59,11.8,Low Fat,54.264.078,Hard Drinks,750.012,OUT045,2002,,Tier 2,Supermarket Type1,8.349.132
FDK48,7.445,Low Fat,37.708.542,Baking Goods,747.354,OUT045,2002,,Tier 2,Supermarket Type1,1.128.531
FDS19,13.8,Regular,0,Fruits and Vegetables,743.012,OUT045,2002,,Tier 2,Supermarket Type1,16.698.264
DRH36,16.2,Low Fat,33.447.756,Soft Drinks,739.696,OUT045,2002,,Tier 2,Supermarket Type1,8.948.352
NCE54,20.7,Low Fat,2.695.441,Household,732.354,OUT045,2002,,Tier 2,Supermarket Type1,1.504.708
FDV40,17.35,Low Fat,14.721.579,Frozen Foods,731.038,OUT045,2002,,Tier 2,Supermarket Type1,8.868.456
FDV34,10.695,Regular,11.448.629,Snack Foods,729.038,OUT045,2002,,Tier 2,Supermarket Type1,10.346.532
FDY36,12.3,Low Fat,9.429.612,Baking Goods,71.338,OUT045,2002,,Tier 2,Supermarket Type1,1098.57
NCO02,11.15,Low Fat,73.516.952,Others,659.142,OUT045,2002,,Tier 2,Supermarket Type1,7.909.704
FDC59,16.7,Regular,54.739.692,Starchy Foods,657.168,OUT045,2002,,Tier 2,Supermarket Type1,10.865.856
FDL27,6.17,Low Fat,10.652.508,Meat,656.826,OUT045,2002,,Tier 2,Supermarket Type1,7.749.912
DRD13,15,Low Fat,49.178.998,Soft Drinks,656.168,OUT045,2002,,Tier 2,Supermarket Type1,639.168
FDP04,15.35,Low Fat,13.840.784,Frozen Foods,652.168,OUT045,2002,,Tier 2,Supermarket Type1,958.752
FDV32,7.785,LF,88.888.291,Fruits and Vegetables,64.751,OUT045,2002,,Tier 2,Supermarket Type1,1.201.769
FDS35,9.3,Low Fat,11.144.608,Breads,646.826,OUT045,2002,,Tier 2,Supermarket Type1,10.979.042
FDE40,15.6,Regular,99.344.826,Dairy,636.194,OUT045,2002,,Tier 2,Supermarket Type1,7.430.328
FDW46,13,Regular,70.444.232,Snack Foods,634.484,OUT045,2002,,Tier 2,Supermarket Type1,10.439.744
FDY52,6.365,Low Fat,7.363.189,Frozen Foods,632.536,OUT045,2002,,Tier 2,Supermarket Type1,1.225.072
FDI21,5.59,Regular,5.671.761,Snack Foods,629.168,OUT045,2002,,Tier 2,Supermarket Type1,14.061.696
FDQ08,15.7,Regular,18.968.743,Fruits and Vegetables,619.536,OUT045,2002,,Tier 2,Supermarket Type1,1.225.072
FDI60,7.22,Regular,38.398.937,Baking Goods,61.951,OUT045,2002,,Tier 2,Supermarket Type1,1.518.024
DRG15,6.13,Low Fat,76.891.526,Dairy,615.536,OUT045,2002,,Tier 2,Supermarket Type1,7.962.968
FDE29,8.905,Low Fat,143.419.394,Frozen Foods,614.878,OUT045,2002,,Tier 2,Supermarket Type1,11.511.682
FDM50,13,Regular,30.150.193,Canned,61.422,OUT045,2002,,Tier 2,Supermarket Type1,539.298
FDZ04,9.31,Low Fat,38.032.068,Frozen Foods,61.351,OUT045,2002,,Tier 2,Supermarket Type1,822.263
NCV30,20.2,Low Fat,66.065.799,Household,61.351,OUT045,2002,,Tier 2,Supermarket Type1,1.201.769
NCM18,13,LF,83.009.876,Household,611.194,OUT045,2002,,Tier 2,Supermarket Type1,23.529.372
FDT10,16.7,Regular,62.170.334,Snack Foods,609.562,OUT045,2002,,Tier 2,Supermarket Type1,8.295.868
FDG56,13.3,Regular,71.597.469,Fruits and Vegetables,608.536,OUT045,2002,,Tier 2,Supermarket Type1,918.804
FDT22,10.395,Low Fat,112.324.552,Snack Foods,60.622,OUT045,2002,,Tier 2,Supermarket Type1,778.986
FDB51,6.92,Low Fat,38.532.062,Dairy,605.852,OUT045,2002,,Tier 2,Supermarket Type1,13.142.892
FDJ32,10.695,Low Fat,57.909.547,Fruits and Vegetables,604.536,OUT045,2002,,Tier 2,Supermarket Type1,1.837.608
FDE35,07.06,Regular,43.989.429,Starchy Foods,602.904,OUT045,2002,,Tier 2,Supermarket Type1,6.444.944
FDX46,12.3,Regular,58.234.621,Snack Foods,587.562,OUT045,2002,,Tier 2,Supermarket Type1,592.562
NCJ19,18.6,LF,118.419.683,Others,583.588,OUT045,2002,,Tier 2,Supermarket Type1,15.459.876
FDG10,6.63,Regular,10.961.483,Snack Foods,582.588,OUT045,2002,,Tier 2,Supermarket Type1,3.435.528
FDU39,18.85,Low Fat,36.111.038,Meat,581.562,OUT045,2002,,Tier 2,Supermarket Type1,1.185.124
FDB39,11.6,Low Fat,38.597.077,Dairy,579.272,OUT045,2002,,Tier 2,Supermarket Type1,6.151.992
NCB55,15.7,Low Fat,16.098.885,Household,578.562,OUT045,2002,,Tier 2,Supermarket Type1,6.518.182
FDA01,15,Regular,54.488.534,Canned,575.904,OUT045,2002,,Tier 2,Supermarket Type1,4.687.232
FDU25,12.35,Low Fat,26.735.372,Canned,574.246,OUT045,2002,,Tier 2,Supermarket Type1,8.109.444
NCO54,19.5,Low Fat,1.430.324,Household,572.614,OUT045,2002,,Tier 2,Supermarket Type1,15.473.192
FDQ26,13.5,Regular,68.010.049,Dairy,572.562,OUT045,2002,,Tier 2,Supermarket Type1,7.703.306
FDC20,10.65,Low Fat,24.020.078,Fruits and Vegetables,572.272,OUT045,2002,,Tier 2,Supermarket Type1,11.744.712
NCW54,7.5,Low Fat,9.660.879,Household,569.588,OUT045,2002,,Tier 2,Supermarket Type1,7.443.644
FDF45,18.2,reg,12.229.464,Fruits and Vegetables,568.904,OUT045,2002,,Tier 2,Supermarket Type1,14.061.696
FDA44,19.7,Low Fat,53.330.653,Fruits and Vegetables,56.793,OUT045,2002,,Tier 2,Supermarket Type1,848.895
FDK04,7.36,Low Fat,52.418.124,Frozen Foods,565.588,OUT045,2002,,Tier 2,Supermarket Type1,8.016.232
DRH23,14.65,Low Fat,170.663.661,Hard Drinks,564.614,OUT045,2002,,Tier 2,Supermarket Type1,14.367.964
DRD01,12.1,Regular,61.299.601,Soft Drinks,562.614,OUT045,2002,,Tier 2,Supermarket Type1,552.614
FDN24,14.1,Low Fat,11.349.714,Baking Goods,561.956,OUT045,2002,,Tier 2,Supermarket Type1,1364.89
FDS28,8.18,Regular,82.568.705,Frozen Foods,561.588,OUT045,2002,,Tier 2,Supermarket Type1,4.580.704
FDT56,16,Regular,115.826.834,Fruits and Vegetables,560.246,OUT045,2002,,Tier 2,Supermarket Type1,6.950.952
FDP49,9,Regular,69.229.076,Breakfast,559.614,OUT045,2002,,Tier 2,Supermarket Type1,3.868.298
FDO10,13.65,Regular,0,Snack Foods,558.588,OUT045,2002,,Tier 2,Supermarket Type1,1431.47
DRH11,5.98,LF,75.711.199,Hard Drinks,556.614,OUT045,2002,,Tier 2,Supermarket Type1,3.315.684
NCP55,14.65,Low Fat,11.212.719,Others,556.614,OUT045,2002,,Tier 2,Supermarket Type1,10.499.666
NCD19,8.93,Low Fat,0,Household,554.614,OUT045,2002,,Tier 2,Supermarket Type1,3.315.684
DRI25,19.6,Low Fat,33.970.195,Soft Drinks,551.614,OUT045,2002,,Tier 2,Supermarket Type1,1.381.535
NCR29,7.565,Low Fat,54.751.689,Health and Hygiene,54.793,OUT045,2002,,Tier 2,Supermarket Type1,622.523
NCY29,13.65,Low Fat,77.390.746,Health and Hygiene,54.693,OUT045,2002,,Tier 2,Supermarket Type1,679.116
FDV38,19.25,LF,101.980.245,Dairy,543.956,OUT045,2002,,Tier 2,Supermarket Type1,8.735.296
FDH09,12.6,Low Fat,56.191.301,Seafood,532.982,OUT045,2002,,Tier 2,Supermarket Type1,7.363.748
FDT43,16.35,Low Fat,20.589.623,Fruits and Vegetables,532.324,OUT045,2002,,Tier 2,Supermarket Type1,7.270.536
NCE19,8.97,Low Fat,93.203.257,Household,527.956,OUT045,2002,,Tier 2,Supermarket Type1,10.373.164
FDZ40,8.935,Low Fat,4.026.424,Frozen Foods,526.298,OUT045,2002,,Tier 2,Supermarket Type1,808.947
FDP39,12.65,Low Fat,69.565.759,Meat,524.324,OUT045,2002,,Tier 2,Supermarket Type1,5.712.564
FDB26,14,Regular,31.330.907,Canned,52.364,OUT045,2002,,Tier 2,Supermarket Type1,745.696
DRH25,18.7,Low Fat,14.622.625,Soft Drinks,520.324,OUT045,2002,,Tier 2,Supermarket Type1,10.905.804
FDJ50,8.645,Low Fat,21.629.781,Canned,519.982,OUT045,2002,,Tier 2,Supermarket Type1,9.993.658
FDZ27,7.935,Low Fat,17.191.055,Dairy,51.535,OUT045,2002,,Tier 2,Supermarket Type1,848.895
FDP22,14.65,Regular,99.333.217,Snack Foods,513.666,OUT045,2002,,Tier 2,Supermarket Type1,10.765.986
FDZ13,7.84,Regular,153.806.271,Canned,51.335,OUT045,2002,,Tier 2,Supermarket Type1,1198.44
FDW13,8.5,Low Fat,98.083.231,Canned,503.324,OUT045,2002,,Tier 2,Supermarket Type1,6.751.212
FDW24,6.8,Low Fat,37.573.095,Baking Goods,502.034,OUT045,2002,,Tier 2,Supermarket Type1,11.664.816
DRC01,5.92,Regular,19.238.942,Soft Drinks,498.692,OUT045,2002,,Tier 2,Supermarket Type1,11.331.916
FDT46,11.35,Low Fat,30.869.612,Snack Foods,498.008,OUT045,2002,,Tier 2,Supermarket Type1,7.084.112
FDS09,8.895,Regular,8.125.293,Snack Foods,498.008,OUT045,2002,,Tier 2,Supermarket Type1,10.626.168
FDE44,14.65,Low Fat,0,Fruits and Vegetables,497.692,OUT045,2002,,Tier 2,Supermarket Type1,8.375.764
NCA53,11.395,Low Fat,9.898.492,Health and Hygiene,488.034,OUT045,2002,,Tier 2,Supermarket Type1,7.776.544
NCN29,15.2,Low Fat,12.141.036,Health and Hygiene,487.034,OUT045,2002,,Tier 2,Supermarket Type1,6.804.476
FDP56,8.185,low fat,46.578.409,Fruits and Vegetables,486.692,OUT045,2002,,Tier 2,Supermarket Type1,11.824.608
FDG57,14.7,Low Fat,72.444.983,Fruits and Vegetables,486.034,OUT045,2002,,Tier 2,Supermarket Type1,1.944.136
FDJ03,12.35,Regular,72.541.731,Dairy,485.692,OUT045,2002,,Tier 2,Supermarket Type1,8.868.456
FDX04,19.6,Regular,41.655.865,Frozen Foods,485.376,OUT045,2002,,Tier 2,Supermarket Type1,3.355.632
FDB41,19,Regular,97.510.482,Frozen Foods,481.718,OUT045,2002,,Tier 2,Supermarket Type1,709.077
FDO19,17.7,Regular,16.630.303,Fruits and Vegetables,481.034,OUT045,2002,,Tier 2,Supermarket Type1,5.346.374
DRJ25,14.6,Low Fat,150.872.868,Soft Drinks,475.692,OUT045,2002,,Tier 2,Supermarket Type1,13.795.376
DRD37,9.8,Low Fat,13.869.809,Soft Drinks,47.406,OUT045,2002,,Tier 2,Supermarket Type1,978.726
FDE23,17.6,Regular,53.288.857,Starchy Foods,47.306,OUT045,2002,,Tier 2,Supermarket Type1,605.878
FDY35,17.6,Regular,16.060.186,Breads,472.402,OUT045,2002,,Tier 2,Supermarket Type1,5.053.422
FDJ09,15,Low Fat,58.513.255,Snack Foods,469.744,OUT045,2002,,Tier 2,Supermarket Type1,679.116
FDR20,20,Regular,28.180.789,Fruits and Vegetables,468.744,OUT045,2002,,Tier 2,Supermarket Type1,905.488
FDY07,11.8,Low Fat,121.848.436,Fruits and Vegetables,468.402,OUT045,2002,,Tier 2,Supermarket Type1,5.972.226
FDS22,16.85,Regular,23.201.357,Snack Foods,459.428,OUT045,2002,,Tier 2,Supermarket Type1,3.075.996
FDO32,6.36,Low Fat,120.788.077,Fruits and Vegetables,45.706,OUT045,2002,,Tier 2,Supermarket Type1,838.908
FDX03,15.85,Regular,6.121.988,Meat,456.744,OUT045,2002,,Tier 2,Supermarket Type1,6.338.416
DRN59,15,Low Fat,64.271.703,Hard Drinks,45.506,OUT045,2002,,Tier 2,Supermarket Type1,466.06
DRE03,19.6,Low Fat,24.276.035,Dairy,453.718,OUT045,2002,,Tier 2,Supermarket Type1,6.145.334
FDK24,9.195,Low Fat,101.500.374,Baking Goods,452.744,OUT045,2002,,Tier 2,Supermarket Type1,679.116
FDD51,11.15,Low Fat,0,Dairy,447.744,OUT045,2002,,Tier 2,Supermarket Type1,1.810.976
DRM49,6.11,Regular,152.262.171,Soft Drinks,444.086,OUT045,2002,,Tier 2,Supermarket Type1,11.598.236
NCY17,18.2,Low Fat,0,Health and Hygiene,441.086,OUT045,2002,,Tier 2,Supermarket Type1,1.115.215
FDW35,10.6,Low Fat,11.111.714,Breads,438.454,OUT045,2002,,Tier 2,Supermarket Type1,6.711.264
FDI27,8.71,Regular,46.079.575,Dairy,435.744,OUT045,2002,,Tier 2,Supermarket Type1,4.074.696
FDR36,6.715,Regular,121.832.956,Baking Goods,435.454,OUT045,2002,,Tier 2,Supermarket Type1,838.908
DRL35,15.7,Low Fat,30.765.898,Hard Drinks,43.277,OUT045,2002,,Tier 2,Supermarket Type1,649.155
FDH33,12.85,Low Fat,121.972.274,Snack Foods,431.428,OUT045,2002,,Tier 2,Supermarket Type1,7.030.848
DRL37,15.5,Low Fat,53.480.419,Soft Drinks,42.377,OUT045,2002,,Tier 2,Supermarket Type1,1.211.756
FDH45,15.1,Regular,105.881.129,Fruits and Vegetables,420.796,OUT045,2002,,Tier 2,Supermarket Type1,4.540.756
FDV10,7.645,Regular,0,Snack Foods,417.112,OUT045,2002,,Tier 2,Supermarket Type1,852.224
FDQ20,8.325,Low Fat,29.845.243,Fruits and Vegetables,416.138,OUT045,2002,,Tier 2,Supermarket Type1,2.842.966
FDA57,18.85,Low Fat,39.723.999,Snack Foods,41.048,OUT045,2002,,Tier 2,Supermarket Type1,918.804
FDV08,7.35,Low Fat,28.652.919,Fruits and Vegetables,405.454,OUT045,2002,,Tier 2,Supermarket Type1,5.452.902
DRJ59,11.65,Low Fat,1.941.154,Hard Drinks,403.164,OUT045,2002,,Tier 2,Supermarket Type1,5.020.132
NCP30,20.5,Low Fat,32.835.147,Household,402.822,OUT045,2002,,Tier 2,Supermarket Type1,7.070.796
NCL07,13.85,Low Fat,31.402.114,Others,40.248,OUT045,2002,,Tier 2,Supermarket Type1,319.584
FDT04,17.25,Low Fat,107.258.822,Frozen Foods,401.822,OUT045,2002,,Tier 2,Supermarket Type1,5.106.686
FDG59,15.85,Low Fat,43.322.254,Starchy Foods,396.164,OUT045,2002,,Tier 2,Supermarket Type1,10.040.264
NCD42,16.5,Low Fat,12.663.476,Health and Hygiene,393.506,OUT045,2002,,Tier 2,Supermarket Type1,6.451.602
FDL21,15.85,Regular,7.160.908,Snack Foods,39.348,OUT045,2002,,Tier 2,Supermarket Type1,719.064
FDQ22,16.75,Low Fat,29.799.965,Snack Foods,391.822,OUT045,2002,,Tier 2,Supermarket Type1,3.142.576
DRG27,8.895,Low Fat,105.323.859,Dairy,391.138,OUT045,2002,,Tier 2,Supermarket Type1,609.207
NCK17,11,Low Fat,37.971.697,Health and Hygiene,38.948,OUT045,2002,,Tier 2,Supermarket Type1,519.324
DRF03,19.1,Low Fat,45.400.017,Dairy,388.138,OUT045,2002,,Tier 2,Supermarket Type1,6.904.346
